        A1         A4         A6         A7         A9        A10        A11        A12        A14        A15        A16
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.400E+01  4.952E-01  0.000E+00  2.200E+03  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  4.000E+02  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  4.800E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  6.000E+00  5.070E-01  4.000E+01  6.000E+02  1.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  5.070E-01  4.000E+01  1.540E+02  0.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  8.198E-01  7.553E-01  7.000E+00  4.952E-01  1.500E+02  1.270E+03  1.000E+00
 5.329E-01  5.504E-01  4.742E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  3.400E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  5.580E-01  7.344E-02  7.553E-01  2.000E+00  5.070E-01  1.600E+02  5.870E+02  0.000E+00
 4.855E-01  5.504E-01  7.634E-01  6.972E-01  8.198E-01  7.553E-01  9.000E+00  4.952E-01  3.990E+02  8.270E+02  1.000E+00
 5.329E-01  5.504E-01  3.870E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.600E+02  2.460E+02  0.000E+00
 4.855E-01  3.061E-01  5.197E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.300E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  7.344E-02  7.553E-01  4.000E+00  4.952E-01  2.540E+02  1.950E+03  0.000E+00
 4.855E-01  5.504E-01  9.064E-01  6.972E-01  8.198E-01  7.553E-01  8.000E+00  4.952E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.680E+02  0.000E+00  0.000E+00
 5.329E-01  3.061E-01  7.114E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  3.400E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  1.100E+01  5.070E-01  4.340E+02  3.500E+01  1.000E+00
 4.855E-01  5.504E-01  9.064E-01  6.972E-01  8.198E-01  7.553E-01  4.000E+00  5.070E-01  2.530E+02  8.570E+02  1.000E+00
 4.855E-01  3.061E-01  4.742E-01  6.972E-01  8.198E-01  7.553E-01  3.000E+00  5.070E-01  1.400E+02  2.100E+02  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.100E+01  5.070E-01  6.000E+01  2.184E+03  1.000E+00
 4.855E-01  5.504E-01  7.634E-01  6.972E-01  8.198E-01  7.553E-01  6.000E+00  4.952E-01  1.600E+02  2.072E+03  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.000E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  3.000E+02  2.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  2.600E+02  2.000E+02  1.000E+00
 4.855E-01  3.061E-01  7.634E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.800E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  8.000E+01  2.100E+01  0.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  8.198E-01  7.553E-01  1.500E+01  4.952E-01  0.000E+00  1.120E+04  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  5.070E-01  0.000E+00  1.600E+02  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.700E+02  1.790E+02  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  4.430E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  6.000E+00  5.070E-01  5.000E+02  1.000E+04  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  6.000E+01  4.000E+02  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  7.000E+00  5.070E-01  9.600E+01  5.124E+03  1.000E+00
 5.329E-01  3.061E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  1.400E+01  4.952E-01  0.000E+00  2.300E+03  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.000E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  1.080E+02  9.800E+01  0.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  7.344E-02  7.553E-01  1.100E+01  4.952E-01  0.000E+00  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  7.634E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  5.070E-01  1.200E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  7.000E+00  4.952E-01  1.290E+02  3.257E+03  1.000E+00
 5.329E-01  5.504E-01  3.283E-01  4.701E-01  8.198E-01  7.553E-01  4.000E+00  4.952E-01  3.800E+02  5.000E+02  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  3.000E+00  5.070E-01  3.290E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  5.197E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  4.000E+03  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  5.000E+00  5.070E-01  1.000E+02  3.000E+00  1.000E+00
 5.329E-01  3.061E-01  6.024E-01  4.863E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.600E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  7.553E-01  2.000E+00  5.070E-01  2.000E+02  3.940E+02  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  8.000E+01  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  3.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  1.400E+01  4.952E-01  3.830E+02  1.344E+03  1.000E+00
 4.855E-01  5.504E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  5.070E-01  3.300E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  6.024E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  5.600E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  3.400E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.120E+02  6.000E+00  0.000E+00
 5.329E-01  3.061E-01  1.528E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  4.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  3.000E+00  4.952E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  7.553E-01  5.000E+00  5.070E-01  1.080E+02  1.097E+03  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  6.972E-01  8.198E-01  7.553E-01  6.000E+00  4.952E-01  2.200E+02  9.480E+02  1.000E+00
 4.855E-01  5.504E-01  7.634E-01  6.972E-01  8.198E-01  7.553E-01  1.200E+01  5.070E-01  5.830E+02  7.130E+02  1.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  7.000E+01  6.000E+00  0.000E+00
 5.329E-01  3.061E-01  9.064E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.800E+02  1.300E+01  0.000E+00
 4.855E-01  3.061E-01  3.283E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  1.700E+01  0.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.080E+02  7.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.634E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  9.800E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  2.962E-01  4.701E-01  8.198E-01  7.553E-01  8.000E+00  5.070E-01  1.600E+02  1.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.570E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  6.024E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  4.000E+03  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.160E+02  2.100E+03  0.000E+00
 4.855E-01  5.504E-01  6.024E-01  4.863E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.320E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  5.200E+01  1.442E+03  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.160E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  1.100E+01  4.952E-01  8.000E+01  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  7.553E-01  2.000E+00  5.070E-01  7.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  5.197E-01  6.972E-01  8.198E-01  7.553E-01  1.200E+01  5.070E-01  9.300E+01  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.200E+02  8.090E+02  0.000E+00
 4.855E-01  3.061E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  4.310E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  2.800E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  5.000E+00  5.070E-01  1.200E+02  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.600E+02  2.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  6.000E+01  1.000E+02  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  4.400E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.200E+02  6.700E+01  0.000E+00
 4.855E-01  5.504E-01  6.024E-01  6.778E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  1.200E+01  0.000E+00
 4.855E-01  5.504E-01  7.634E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.000E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  1.100E+01  4.952E-01  8.000E+01  9.900E+01  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.800E+02  3.640E+02  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  5.263E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  0.000E+00  5.000E+02  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.200E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  7.634E-01  6.972E-01  8.198E-01  7.553E-01  6.000E+00  4.952E-01  4.000E+02  4.580E+02  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  1.000E+02  1.500E+02  1.000E+00
 5.329E-01  3.061E-01  3.870E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.600E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  1.200E+01  5.070E-01  4.080E+02  1.000E+03  1.000E+00
 4.855E-01  3.061E-01  7.634E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.400E+02  1.000E+00  0.000E+00
 5.329E-01  3.061E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.200E+02  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.880E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  0.000E+00  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.600E+02  1.058E+03  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  4.952E-01  1.200E+02  3.000E+02  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  4.400E+02  4.500E+03  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  7.553E-01  4.000E+00  4.952E-01  6.000E+01  5.400E+02  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  6.972E-01  8.198E-01  7.553E-01  2.000E+00  5.070E-01  1.810E+02  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.000E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 5.329E-01  3.061E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  4.000E+00  5.070E-01  8.000E+01  5.000E+02  1.000E+00
 4.855E-01  5.504E-01  7.634E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  3.061E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  1.950E+02  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  7.553E-01  2.000E+00  4.952E-01  1.280E+02  6.000E+00  0.000E+00
 4.855E-01  5.504E-01  2.962E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  7.114E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.600E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  9.064E-01  4.701E-01  8.198E-01  7.553E-01  2.000E+00  4.952E-01  4.200E+02  7.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  6.972E-01  8.198E-01  7.553E-01  9.000E+00  4.952E-01  1.810E+02  1.655E+03  1.000E+00
 4.855E-01  5.504E-01  9.064E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  7.110E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  4.000E+02  5.800E+03  1.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.100E+02  6.870E+02  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.400E+02  1.170E+02  0.000E+00
 4.855E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  8.000E+01  9.800E+03  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  3.000E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  7.634E-01  6.972E-01  8.198E-01  7.553E-01  3.000E+00  4.952E-01  3.110E+02  3.000E+02  1.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  2.200E+02  1.900E+01  1.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  2.800E+02  8.240E+02  1.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  2.400E+02  2.370E+02  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  4.570E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  2.000E+02  5.300E+01  0.000E+00
 5.329E-01  5.504E-01  7.114E-01  6.972E-01  8.198E-01  7.553E-01  1.000E+00  4.952E-01  3.330E+02  8.920E+02  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  6.972E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  4.220E+02  2.000E+02  1.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  8.198E-01  7.553E-01  6.000E+00  4.952E-01  2.040E+02  0.000E+00  1.000E+00
 5.329E-01  5.504E-01  3.283E-01  5.263E-01  8.198E-01  7.553E-01  3.000E+00  5.070E-01  2.120E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  3.870E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.440E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  5.263E-01  8.198E-01  7.553E-01  2.000E+01  4.952E-01  0.000E+00  1.500E+04  1.000E+00
 4.855E-01  5.504E-01  1.528E-01  1.699E-01  8.198E-01  7.553E-01  1.100E+01  5.070E-01  3.000E+01  3.000E+02  1.000E+00
 4.855E-01  5.504E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.200E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.870E-01  5.263E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  4.200E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  3.283E-01  6.972E-01  8.198E-01  7.553E-01  3.000E+00  5.070E-01  1.000E+02  5.000E+01  0.000E+00
 4.855E-01  3.061E-01  4.742E-01  5.263E-01  8.198E-01  7.553E-01  8.000E+00  5.070E-01  1.440E+02  7.000E+00  1.000E+00
 5.329E-01  5.504E-01  3.870E-01  1.699E-01  8.198E-01  7.553E-01  1.500E+01  4.952E-01  0.000E+00  2.470E+02  1.000E+00
 5.329E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.320E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  2.690E+03  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  5.070E-01  2.390E+02  2.000E+02  1.000E+00
 5.329E-01  5.504E-01  1.528E-01  1.699E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  8.000E+01  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  0.000E+00  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  8.198E-01  7.553E-01  7.000E+00  4.952E-01  0.000E+00  3.000E+03  1.000E+00
 4.855E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  4.200E+02  2.830E+02  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.800E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  6.972E-01  8.198E-01  7.553E-01  3.000E+00  5.070E-01  3.120E+02  1.500E+02  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.320E+02  0.000E+00  0.000E+00
 5.329E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  3.510E+02  0.000E+00
 4.855E-01  5.504E-01  9.064E-01  4.701E-01  8.198E-01  7.553E-01  8.000E+00  5.070E-01  3.030E+02  3.290E+03  1.000E+00
 5.329E-01  5.504E-01  1.528E-01  1.699E-01  7.344E-02  7.553E-01  1.000E+00  4.952E-01  1.600E+02  1.260E+02  0.000E+00
 5.329E-01  5.504E-01  7.634E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  3.000E+02  4.400E+01  1.000E+00
 5.329E-01  5.504E-01  5.091E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.800E+02  5.000E+01  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  2.855E-01  0.000E+00  4.952E-01  1.000E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.100E+02  0.000E+00  0.000E+00
 5.329E-01  3.061E-01  1.528E-01  1.699E-01  8.198E-01  7.553E-01  3.000E+00  4.952E-01  1.800E+02  1.470E+02  0.000E+00
 4.855E-01  5.504E-01  5.197E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.200E+02  1.000E+00  0.000E+00
 4.855E-01  5.504E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  2.800E+02  0.000E+00  0.000E+00
 5.329E-01  3.061E-01  4.191E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.800E+02  0.000E+00  0.000E+00
 5.329E-01  7.911E-01  7.634E-01  1.699E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  3.000E+02  0.000E+00  1.000E+00
 4.855E-01  5.504E-01  3.283E-01  6.972E-01  7.344E-02  2.855E-01  0.000E+00  5.070E-01  1.400E+02  0.000E+00  0.000E+00
 4.855E-01  5.504E-01  2.962E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  0.000E+00  2.860E+02  0.000E+00
 5.329E-01  5.504E-01  4.191E-01  4.701E-01  8.198E-01  7.553E-01  1.200E+01  5.070E-01  1.200E+02  5.670E+02  1.000E+00
 4.855E-01  3.061E-01  4.742E-01  4.701E-01  7.344E-02  2.855E-01  0.000E+00  4.952E-01  1.400E+02  7.220E+02  0.000E+00
